product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
29734,Intel® Celeron® Processor 420,2025-03-11 09:29:15,https://www.intel.com/content/www/us/en/products/sku/29734/intel-celeron-processor-420-512k-cache-1-60-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Conroe,Desktop,420,65 nm,1,1.60 GHz,512 KB L2 Cache,800 MHz,No,35 W,1.0000V-1.3375V,Discontinued,Q2'07,End of Servicing Lifetime,No,LGA775,60.4°C,37.5mm x 37.5mm,77 mm2,105 million,No,No,No,No,Yes,64-bit,Yes,No,No,Yes,No,No,Yes
